name,website,phone,address,price_range,rating,review_count,category,description,price_range,days,hours,menu,facebook,youtube,twitter,instagram,status,directions
İsmail Şafak Dondurma,http://isdodondurma.com/,(0212) 883 99 04,"Atatürk, 103, Nusret Ersöz Sk., 34500 Büyükçekmece/İstanbul",₺₺,"4,1",315 Google yorumu,Dondurma dükkanı,,₺₺,,11:00–21:00 11:00–21:00 11:00–21:00Saatler değişebilir 11:00–21:00 11:00–21:00 11:00–21:00 11:00–21:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14b55e6f4f3ff183:0xf0d809d5cbee1ea4?sa=X
Serez Dondurmacısı - Acıbadem Şubesi,http://www.serezdondurmacisi.com/,0850 259 7374,"Acıbadem, Apt., Acıbadem Cd. 139-1, 34690 Üsküdar/İstanbul",₺₺,"4,3",260 Google yorumu,Dondurma dükkanı,,₺₺,,12:00–22:30 12:00–22:30 12:00–23:00Saatler değişebilir 12:00–23:00 12:00–23:00 12:00–23:00 12:00–22:30 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac7fe617aea41:0x6b9ab7b971f32d87?sa=X
Beşkardeş Dondurma,,"Ortamahalle, Demirkapı Cd. No:15, 34040 Bayrampaşa/İstanbul",,,"4,7",71 Google yorumu,Dondurma dükkanı,,,,08:00–00:00 08:00–00:00 08:00–00:00Saatler değişebilir 08:00–00:00 08:00–00:00 08:00–00:00 08:00–00:00 ,,,,,,Açık,
MUÀ Gelatieri d'Italia (Yeniköy),https://www.muadondurma.com/,(0212) 299 84 84,"Yeniköy, Köybaşı Cd. 126/B, 34464 Sarıyer/İstanbul",₺₺,"4,4",391 Google yorumu,Dondurma dükkanı,,₺₺,,11:00–00:00 11:00–00:00 11:00–00:00Saatler değişebilir 11:00–00:00 Kapalı Kapalı 11:00–00:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cacaf35d5ac61f:0x8364d5472dd5a2fe?sa=X
Tekin'in Meşhur Dondurması,,(0212) 538 67 44,"Hürriyet, 500 Evler Cad. No:18, 34250 Gaziosmanpaşa/Istanbul - Europe",,"4,1",52 Google yorumu,,,,,,,,,,,,
Dondurmaci Ali Usta,,"Kirazlıtepe, Orhan Seyfi Orhon Cd. No:56, 34682 Üsküdar/İstanbul",,,"4,0",2 Google yorumu,Restoran,,,,,,,,,,,
BİZE DONDURMA,,0532 272 34 30,"Çavuşoğlu, Portakal Sk. No:9 D:1b, 34873 Kartal/İstanbul",,"5,0",16 Google yorumu,Kafe,,,,,,,,,,,
UĞUR BARANOĞLU DONDURMA,,(0216) 523 87 29,"Bulgurlu, Bulgurlu Cd. 152G, 34660 Üsküdar/İstanbul",,"4,5",108 Google yorumu,,,,,09:00–02:00 09:00–02:00 09:00–02:00Saatler değişebilir 09:00–02:00 09:00–02:00 09:00–02:00 09:00–02:00 ,,,,,,Açık,
Roma Dondurmacısı,http://www.floryaromadondurmasi.com/,(0212) 573 32 25,"Şenlikköy, Yeşilköy Halkalı Cd. no: 2- 3 D:4, 34153 Bakırköy/İstanbul",₺₺,"4,2",421 Google yorumu,Dondurma dükkanı,,₺₺,,11:00–02:00 11:00–02:00 11:00–02:00Saatler değişebilir 11:00–02:00 11:00–02:00 11:00–02:00 11:00–02:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14caa24acb66b85d:0x51bdfa292a91182f?sa=X
Cremeria Milano,,(0216) 363 07 56,"Caddebostan, Bağdat Cd. 312/D, 34744 Kadıköy/İstanbul",₺₺₺,"4,1",33 Google yorumu,Dondurma dükkanı,,₺₺₺,,10:00–00:00 10:00–00:00 10:00–00:00Saatler değişebilir 10:00–00:00 10:00–00:00 10:00–00:00 10:00–00:00 ,,,,,,Açılmak üzere,
Balkan Dondurma,,(0212) 586 41 84,"Seyyid Ömer, Cevdetpaşa Cd No:57, 34098 Fatih/İstanbul",,"4,7",23 Google yorumu,Dondurma dükkanı,,,,09:00–23:00 09:00–23:00 09:00–23:00Saatler değişebilir 09:00–23:00 09:00–23:00 09:00–23:00 09:00–23:00 ,,,,,,Açık,
Bozkurt Dondurma,http://www.firmasec.com/firma/mdtymr-bozkurt-dondurma/,(0216) 398 36 28,"Mehmet Akif Mah., Cami Cad. No:46, 34920 Sultanbeyli/İstanbul",,"4,4",286 Google yorumu,Tatlıcı,,,,09:00–00:00 09:00–00:00 09:00–00:00Saatler değişebilir 09:00–00:00 09:00–00:00 09:00–00:00 09:00–00:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cad06fa530c673:0x78e951b6eab32b2a?sa=X
Yaşar Ustanın Dondurması,,(0216) 363 00 40,"Erenköy, Bağdat Cd. No:348, 34728 Kadıköy/İstanbul",,"4,3",217 Google yorumu,Dondurma dükkanı,,,,12:00–00:00 12:00–00:00 12:00–00:00Saatler değişebilir 12:00–00:00 12:00–00:00 12:00–00:00 12:00–00:00 ,,,,,,Kapalı,
Agalar Dondurma & Cafe,,(0216) 326 25 50,"Acıbadem, no:121/1A, Acıbadem Cd., 34718 Üsküdar/İstanbul",,"3,0",9 Google yorumu,Dondurma dükkanı,,,,10:00–01:30 10:00–01:30 10:00–01:30Saatler değişebilir 10:00–01:30 10:00–01:30 10:00–01:30 10:00–01:30 ,,,,,,Açılmak üzere,
Rumeli Dondurma Tulumba,,(0212) 631 46 98,"Ali Kuşçu, Mıhçılar Cd. No:26, 34083 Fatih/İstanbul",,"4,2",27 Google yorumu,Dondurma dükkanı,,,,10:00–00:00 10:00–00:00 10:00–00:00Saatler değişebilir 10:00–00:00 10:00–00:00 10:00–00:00 10:00–00:00 ,,,,,,Açılmak üzere,
Öz Yunus Dondurma & Tatlı,,(0216) 419 50 00,"Murat Reis, 359 Nuh Kuyusu Caddesi, 34664 Üsküdar/İstanbul",,"4,4",38 Google yorumu,Tatlıcı,,,,10:00–22:30 10:00–22:30 10:00–22:30Saatler değişebilir 10:00–22:30 10:00–22:30 10:00–22:30 10:00–22:30 ,,,,,,Açılmak üzere,
Meşhur Büyükdere Dondurmacısı,https://m.facebook.com/Me%C5%9Fhur-B%C3%BCy%C3%BCkdere-Dondurmac%C4%B1s%C4%B1-207539809279579/?refid=17&_ft_=top_level_post_id.1149820601718157%3Atl_objid.1149820601718157&__tn__=C,(0212) 242 62 63,"Büyükdere, Çayırbaşı Cd. No:385, 34453 Sarıyer/İstanbul",,"4,3",70 Google yorumu,Dondurma dükkanı,,,,08:00–00:00 08:00–00:00 08:00–00:00Saatler değişebilir 08:00–00:00 08:00–00:00 08:00–00:00 08:00–00:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x409fe0000e84579d:0xbb15b35599a4b39?sa=X
Rumeli Dondurma,,(0212) 417 77 78,"Merkez, Gazi Osman Paşa Cd. No:125, 34245 Gaziosmanpaşa/İstanbul",₺₺,"4,4",50 Google yorumu,Dondurma dükkanı,,₺₺,,10:00–01:00 10:00–01:00 10:00–01:00Saatler değişebilir 10:00–01:00 10:00–01:00 10:00–01:00 10:00–01:00 ,,,,,,Açılmak üzere,
Vero Gelato,http://www.verogelato.com.tr/,(0216) 356 12 22,"Caddebostan, Bağdat Cd. No:264 D:No: 12, 34728 Kadıköy/İstanbul",,"4,7",248 Google yorumu,Dondurma dükkanı,,,,15:00–21:00 Kapalı 15:00–21:00Saatler değişebilir 15:00–21:00 15:00–21:00 15:00–21:00 15:00–21:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac77669321d01:0xc22fd4df2405febf?sa=X
KEREM İNAN GELATO CAFE,,0533 954 89 98,"Kemankeş Karamustafa Paşa, Kılıç Ali Paşa Mescidi Sk. No:10 D:C, 34425 Beyoğlu/İstanbul",,"4,4",19 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Yakacık'ın Tarihi Balkan Dondurması 1969,,(0216) 377 34 60,"Çarşı, Ayışığı Cd. No:1, 34876 Kartal/Pendik/İstanbul",,"4,6",40 Google yorumu,,,,,09:00–01:00 09:00–01:00 09:00–01:00Saatler değişebilir 09:00–01:00 09:00–01:00 09:00–01:00 09:00–01:00 ,,,,,,Açık,
Tatlı Baba Dondurma,,"Orhantepe, Saraylar Cd. 36/A, 34865 Kartal/İstanbul",,,"4,4",15 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Marchì Nişantaşı,http://www.marchinisantasi.com/,0535 238 47 58,"Teşvikiye, Teşvikiye Fırın Sk. 7a, 34365 Şişli/İstanbul",,"4,8",49 Google yorumu,Dondurma dükkanı,,,,12:00–01:00 12:00–01:00 12:00–01:00Saatler değişebilir 12:00–01:00 12:00–01:00 12:00–01:00 12:00–01:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab70bc9cb29d3:0xa11846d58c5f3ed3?sa=X
Cremeria Milano,,"Caddebostan, Bağdat Cd. No:314, 34728 Kadıköy/İstanbul",,,"4,1",13 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Serez Dondurmacısı - Bakırköy,http://www.serezdondurmacisi.com/,0850 259 7374,"Kartaltepe, Ahu Sokağı No: 4 A-B, 34145 Bakırköy/İstanbul",,"4,5",168 Google yorumu,Dondurma dükkanı,,,,12:00–22:00 12:00–22:00 12:00–22:00Saatler değişebilir 12:00–22:00 12:00–22:00 12:00–22:00 12:00–22:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cabb0c0e806705:0x3374697cbbca69e1?sa=X
Kup'la Moda,,(0212) 345 76 80,"Caferağa, Moda Cd. No:148, 34710 Kadıköy/İstanbul",,"3,8",19 Google yorumu,Dondurma dükkanı,,,,11:00–23:00 11:00–23:00 11:00–23:00Saatler değişebilir 11:00–23:00 11:00–00:00 11:00–23:00 11:00–23:00 ,,,,,,Kapalı,
Dondurmacı Robin,,0531 898 59 62,"50. Yıl, Muhsin Yazıcıoğlu Cd No:173 D:b, 34265 Sultangazi/İstanbul",,"4,5",20 Google yorumu,Dondurma dükkanı,,,,08:30–01:00 08:30–01:00 08:30–01:00Saatler değişebilir 08:30–01:00 08:30–01:00 08:30–01:00 08:30–01:00 ,,,,,,Açık,
Bafra Dondurma,,"Osmaniye, Aralık Başı Sk. No:17, 34146 Bakırköy/İstanbul",,,"5,0",21 Google yorumu,,,,,,,,,,,,
Serez Dondurmacısı - Kozyatağı,http://www.serezdondurmacisi.com/,0850 259 7374,"Sahrayıcedit Mah, Atatürk Cd. No:36/40, 34734 Kadıköy/İstanbul",,"4,4",23 Google yorumu,Dondurma dükkanı,,,,12:00–22:30 12:00–22:30 12:00–23:00Saatler değişebilir 12:00–23:00 12:00–23:00 12:00–23:00 12:00–22:30 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac703e6eb6617:0xaba0f613874c810b?sa=X
Baltepe Pastanesi,http://www.baltepe.com.tr/,(0212) 521 66 56,"Atikali Mahallesi Yavuz Selim Cd, Müstakimzade Sk. No:33/A, 34087 Fatih",₺₺,"4,5",922 Google yorumu,Dondurma dükkanı,,₺₺,,09:30–23:30 09:30–23:30 09:30–23:30Saatler değişebilir 09:30–23:30 09:30–23:30 09:30–23:30 09:30–23:30 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14caba18d41491f3:0x55a50944d3d31d48?sa=X
Magnum Store İstanbul,https://www.magnumicecream.com/tr/pleasure-store.html,"Caddebostan, Bağdat Cd. No:335, 34728 Kadıköy/İstanbul",,₺₺,"4,3",2.960 Google yorumu,Dondurma dükkanı,,₺₺,,12:00–00:00 12:00–00:00 12:00–00:00Saatler değişebilir 12:00–00:00 12:00–00:00 12:00–00:00 12:00–00:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac70b998d2065:0x4a1d65128f328ab?sa=X
Ninjafrutti Tava Dondurma,,0553 047 08 08,"Gayrettepe, Çırağan Cd. No:4 D:1, 34349 Beşiktaş/İstanbul",,"3,7",81 Google yorumu,Dondurma dükkanı,,,,24 saat açık 24 saat açık 24 saat açıkSaatler değişebilir 24 saat açık 24 saat açık 24 saat açık 24 saat açık ,,,,,,24 saat açık,
Dondurmacı Pandos,http://www.pandosdondurma.com/,0533 239 14 03,"Caferağa, Moda Cd. 128-A, 34710 Kadıköy/İstanbul",,"5,0",2 Google yorumu,Dondurma dükkanı,,,,08:00–23:00 08:00–23:00 08:00–23:00Saatler değişebilir 08:00–23:00 08:00–23:00 08:00–23:00 08:00–23:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab9f7b8e257bb:0xbc41cfa171aa8549?sa=X
Balkaymak Dondurma,,(0216) 347 33 59,"Caferağa, Ferit Tek Sokagi No:17, 34710 Kadıköy/İstanbul",₺,"4,5",51 Google yorumu,Dondurma dükkanı,,₺,,11:00–01:30 11:00–01:30 11:00–01:30Saatler değişebilir 11:00–01:30 11:00–01:30 11:00–01:30 11:00–01:30 ,,,,,,Kapalı,
SütDo Dondurma,https://sutdo-dondurma.business.site/,(0212) 664 17 71,"Nuripaşa, 58. Blv Cd No:118/B, 34200 Zeytinburnu/İstanbul",₺,"4,3",99 Google yorumu,Dondurma dükkanı,,₺,,11:00–01:30 11:00–01:30 11:00–01:30Saatler değişebilir 11:00–01:30 11:00–01:30 11:00–01:30 11:00–01:30 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cabb779bcf2305:0xa6918c30b60faf50?sa=X
Gelato Melato,,(0212) 227 27 28,"Sinanpaşa Mahallesi Hasfırın Caddesi Vidin İş Merkezi No: 3/6 Beşiktaş, 34022 Beşiktaş/İstanbul",,"4,0",31 Google yorumu,Dondurma dükkanı,,,,10:00–01:00 10:00–01:00 10:00–01:00Saatler değişebilir 10:00–01:00 10:00–01:00 10:00–01:00 10:00–01:00 ,,,,,,Açılmak üzere,
Bir Damak Dondurma,https://www.tikla.com.tr/bir-damak-dondurma-dikilitas.html,"Dikilitaş, Emirhan Cd. 85 A, 34349 Beşiktaş/İstanbul",,,"5,0",4 Google yorumu,Dondurma dükkanı,,,,11:00–00:00 11:00–00:00 11:00–00:00Saatler değişebilir 11:00–00:00 Kapalı Kapalı 11:00–00:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab7a9543f4629:0xd6d55e85efbb0231?sa=X
Elit Dondurma,,"Esatpasa Mh., General Tahsin Yazıcı Cad. & Düzova Sk. 26/A, 34704 Ataşehir/İstanbul",,₺,"4,5",26 Google yorumu,Dondurma dükkanı,,₺,,09:00–01:00 09:00–01:00 09:00–01:00Saatler değişebilir 09:00–01:00 09:00–01:00 09:00–01:00 09:00–01:00 ,,,,,,Açık,
Asmay Dondurma,,0537 372 72 93,"Şehit Muhtar, İstiklal Cd. No:40, 34435 Beyoğlu/İstanbul",,"3,6",12 Google yorumu,Dondurma dükkanı,,,,24 saat açık 24 saat açık 24 saat açıkSaatler değişebilir 24 saat açık 24 saat açık 24 saat açık 24 saat açık ,,,,,,24 saat açık,
Kardeşler Dondurma,,"Altıntepsi, Filiz Sk. No:168 D:A, 34035 Bayrampaşa/İstanbul",,,"4,8",19 Google yorumu,,,,,10:30–00:30 10:30–00:30 10:30–00:30Saatler değişebilir 10:30–00:30 10:30–00:30 10:30–00:30 10:30–00:00 ,,,,,,Kapalı,
TUANA CAFE,,(0216) 572 24 85,"İçerenköy, Alanaldı Cd., 34752 Ataşehir/İstanbul",₺,"4,7",57 Google yorumu,Dondurma dükkanı,,₺,,09:00–01:00 09:00–01:00 09:00–01:00Saatler değişebilir 09:00–01:00 09:00–01:00 09:00–01:00 09:00–01:00 ,,,,,,Açık,
Tad Dondurma,https://www.tad.com.tr/,"Bahçelievler Merkez, İzzettin Çalışlar Cd. No:10 D:C, 34160 Bahçelievler/İstanbul",,,"4,0",5 Google yorumu,Dondurma dükkanı,,,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cabb2f96b5b14f:0x6aeae0e999a61b8f?sa=X
Osmanlı Tatlı Dondurma,,(0212) 237 34 89,"Keçeci Piri, Müverrih Ali Cd. No:70, 34445 Beyoğlu/İstanbul",,"4,2",24 Google yorumu,Dondurma dükkanı,,,,09:00–00:30 09:00–00:30 09:00–00:30Saatler değişebilir 09:00–00:30 09:00–00:30 09:00–00:30 09:00–00:30 ,,,,,,Açık,
Gelato Vita Mia - Sirkeci Şube,http://www.gelatovitamia.com/,(0212) 527 16 66,"Hoca Paşa, Hüdavendigar Cd. No:29, 34110 Fatih/İstanbul",,"4,6",22 Google yorumu,Dondurma dükkanı,,,,10:00–23:30 10:00–23:30 10:00–23:30Saatler değişebilir 10:00–23:30 10:00–23:30 10:00–23:30 10:00–23:30 ,,,,,,Açılmak üzere,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab700d4b36b17:0x3578ea77a141687b?sa=X
Arda Dondurma,,(0212) 569 70 10,"Menderes, Atışalanı Cd. No:57, 34225 Esenler/İstanbul",,"4,5",100 Google yorumu,Kafe,,,,,,,,,,,
Emiroğlu Baklava Börek Dondurma,https://www.emiroglubaklava.com.tr/,(0216) 334 58 26,"Murat Reis, Nuh Kuyusu Cd No:289, 34664 Üsküdar/İstanbul",₺₺,"4,5",256 Google yorumu,Pastane,,₺₺,,07:00–22:00 07:00–22:00 07:00–22:00Saatler değişebilir 07:00–22:00 07:00–22:00 07:00–22:00 07:00–22:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab7faf22db949:0xa6b6ebbb7e8b97a7?sa=X
dondurmaci yasar usta cekmekoy,,(0216) 349 21 50,"Hamidiye, Said Nursi Cd. No:41, 34782 Çekmeköy/İstanbul",,"4,3",55 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Algida,,(0216) 526 60 11,"Sultan Ahmet, Sılat Yolu No:13, 34122 Sancaktepe/Istanbul - Asia",,"4,0",5 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Dondurma Dolabı,https://dondurma-dolab.business.site/,0532 500 29 41,"Kemalpaşa, no23, Biga Sk., 34295 Küçükçekmece/İstanbul",,"5,0",4 Google yorumu,Dondurma dükkanı,,,,07:00–23:00 07:00–23:00 07:00–23:00Saatler değişebilir 07:00–23:00 07:00–23:00 07:00–23:00 07:00–23:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14caa38b8a610fe5:0x7f409bf7c1f0ce37?sa=X
Bafra Balkaymak,,(0216) 347 33 59,"Caferağa, Moda Cad./ferittek Sok. No:23, 34710 Kadıköy/İstanbul",,"3,0",1 Google yorumu,Dondurma dükkanı,,,,11:00–01:00 11:00–01:00 11:00–01:00Saatler değişebilir 11:00–01:00 10:30–01:00 10:30–01:00 11:00–01:00 ,,,,,,Kapalı,
Galata Dondurma,,"Binbirdirek, Yeniçeriler Cd. No:1, 34122 Fatih/İstanbul",,,"4,7",15 Google yorumu,Kafe,,,,,,,,,,,
Bayram Usta Dondurma & Tatlı,,"Acıbadem, 34718 Kadıköy/İstanbul",,,"4,4",7 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Sladoled dondurma Alibeyköy,,"Güzeltepe, Mareşal Fevzi Çakmak Cd. No:140, 34100 Eyüp/İstanbul",,,"5,0",1 Google yorumu,Dondurma dükkanı,,,,12:00–00:30 12:00–00:30 12:00–00:30Saatler değişebilir 12:00–01:00 12:00–01:00 12:00–00:30 12:00–00:30 ,,,,,,Kapalı,
Rio Dondurma Tulumba,,(0212) 564 49 15,"İslambey, Bülbüldere Cd 1/D, 34050 Eyüp/İstanbul",,"4,5",94 Google yorumu,Dondurma dükkanı,,,,09:00–23:00 09:00–23:00 09:00–23:00Saatler değişebilir 09:00–23:00 09:00–23:00 09:00–23:00 09:00–23:00 ,,,,,,Açık,
BİTEZ DONDURMA WAFFLE BOSTANCI,,(0216) 366 54 00,"ALTINTEPE MAH. DEĞİRMENYOLU CAD. DEMİR APT. NO:1/5, 34840 Maltepe/İstanbul",₺₺,"4,1",35 Google yorumu,Dondurma dükkanı,,₺₺,,10:00–22:00 10:00–22:00 10:00–22:00Saatler değişebilir 10:00–22:00 10:00–22:00 10:00–22:00 10:00–22:00 ,,,,,,Açılmak üzere,
Maraş Dondurma,,"Abdurrahmangazi, Atayolu Cd. No:1, 34887 Sancaktepe/İstanbul",,,"4,4",12 Google yorumu,Dondurma dükkanı,,,,08:00–02:00 08:00–02:00 08:00–02:00Saatler değişebilir 08:00–02:00 08:00–02:00 08:00–02:00 08:00–02:00 ,,,,,,Açık,
Tat Al Dondurmaları,,0535 811 92 61,"Cerrahpaşa, 34096 Fatih/İstanbul",,"4,5",4 Google yorumu,Dondurma dükkanı,,,,14:00–00:00 14:00–00:00 14:00–00:00Saatler değişebilir 14:00–00:00 14:00–00:00 14:00–00:00 14:00–00:00 ,,,,,,Kapalı,
Pasta Omaya Dondurma,,(0212) 000 00 00,"Ali Kuşçu, İslambol Cd. No:8, 34083 Fatih/İstanbul",,"3,7",11 Google yorumu,Dondurma dükkanı,,,,00:00–08:00 00:00–08:00 00:00–08:00Saatler değişebilir 00:00–08:00 00:00–08:00 00:00–08:00 00:00–08:00 ,,,,,,Kapalı,
Pukka Istanbul,,0532 331 47 78,"Suadiye, tabak apt, Ayşeçavuş Cd no 17, 34070 Kadıköy/İstanbul",,"4,6",53 Google yorumu,Dondurma dükkanı,,,,09:00–00:00 09:00–00:00 09:00–00:00Saatler değişebilir 09:00–00:00 12:00–00:00 12:00–00:00 09:00–00:00 ,,,,,,Açık,
Beyaz Saray Dondurma Ve Boza,,(0216) 586 19 24,"Seyyid Ömer, Altımermer Cd. No:2, 34098 Fatih/İstanbul",,"4,3",71 Google yorumu,Dondurma dükkanı,,,,09:00–01:00 09:00–01:00 09:00–01:00Saatler değişebilir 09:00–01:00 09:00–01:00 09:00–01:00 09:00–01:00 ,,,,,,Açık,
MADO,http://mado.com.tr/,(0212) 520 30 26,"Hobyar, Giriş, Ankara Cd. No:67 Z, 34112 Kat/İstanbul",₺₺₺,"3,6",585 Google yorumu,Dondurma dükkanı,,₺₺₺,,24 saat açık 24 saat açık 24 saat açıkSaatler değişebilir 24 saat açık 24 saat açık 24 saat açık 24 saat açık ,,,,,,24 saat açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab9ea9bb8a12d:0xca65976fbdb29aed?sa=X
Balkaymak Dondurma,,"50. Yıl, I Caddesi & 2151 Sokak 1/A, 34265 Sultangazi/İstanbul",,,"4,2",39 Google yorumu,Dondurma dükkanı,,,,09:40–02:30 09:40–02:30 09:40–02:30Saatler değişebilir 09:40–02:30 09:40–02:30 09:40–02:30 09:40–02:30 ,,,,,,Açık,
Cremeria Milano,,"Ünalan, Libadiye Cd No:88, 34700 Üsküdar/İstanbul",,,"4,3",72 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Meşhur Balkan Tulumba Ve Dondurma,http://www.meshurbalkantulumba.com/,(0212) 627 45 41,"Alibeyköy, Gazi Osman Paşa Cad. No:2, 34060 Eyüp/İstanbul",₺,"4,7",459 Google yorumu,Tatlı Dükkanı,,₺,,09:00–22:00 09:00–22:00 09:00–22:00Saatler değişebilir 09:00–22:00 09:00–22:00 09:00–22:00 09:00–22:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab0d667276641:0x72792b05fdcfeb92?sa=X
Meşhur Rio 3 Tulumba Dondurma,,(0212) 625 21 60,"Alibeyköy, 3, Sevinç Cd., 34060 Eyüp/İstanbul",,"4,6",30 Google yorumu,Dondurma dükkanı,,,,06:00–23:00 06:00–23:00 06:00–23:00Saatler değişebilir 06:00–23:00 06:00–23:00 06:00–23:00 06:00–23:00 ,,,,,,Açık,
Kardeşler Dondurmacısı,,"Altıntepsi, Plevne Cd. No:168, 34035 Bayrampaşa/İstanbul",,,"4,5",27 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
PAPAĞANLI KATMER KÜNEFE DONDURMA,http://www.papaganli.com/,(0216) 499 27 27,"50, Tatlısu Mahallesi Elalmış Caddesi No:1 D:No, 34774 Dudullu Osb/Ümraniye/İstanbul",₺₺,"4,0",692 Google yorumu,Kafe,,₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac8b6d4f49231:0x511aa073db649fa1?sa=X
"Siyavuşpaşa Mahallesi, Yayla Roma Dondurması, Ferit Selim Paşa Caddesi, Bahçelievler/İstanbul",,0532 552 09 40,"Siyavuşpaşa, Ferit Selim Paşa Cd. NO:19/K, 34100 Bahçelievler/İstanbul",,,,Dondurma dükkanı,,,,,,,,,,,
Doğuş Dondurma Makineleri,http://www.dmakina.com/,0532 100 52 43,"H. Rıfat Paşa Mahallesi Perpa Ticaret Merkezi B Blok Kat:11 No:1994, 34384 Şişli",,"5,0",1 Google yorumu,Dondurma dükkanı,,,,08:30–18:30 08:30–18:30 08:30–18:30Saatler değişebilir 08:30–18:30 08:30–18:30 Kapalı 08:30–18:30 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0stanbul+%C4%B0stanbul/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cab73b6f0aba4b:0xa9c55a5da4aa2a3f?sa=X
