name,website,phone,address,price_range,rating,review_count,category,description,price_range,days,hours,menu,facebook,youtube,twitter,instagram,status,directions
Canlıoğlu Baklava,,0541 461 07 48,"Yeşilova Mah, Abdi İpekçi Cd. No 216 A, 35080 Bornova/İzmir",,"4,1",20 Google yorumu,Tatlı Dükkanı,,,,10:00–23:00 10:00–23:00 10:00–23:00Saatler değişebilir 10:00–23:00 10:00–23:00 10:00–23:00 10:00–23:00 ,,,,,,Açılmak üzere,
Mado,http://mado.com.tr/,(0232) 373 21 01,"Kazım Dirik Mahallesi, 372. Sokak, A4 Block No: 32 / S, Forum Bornova, Avm, 35100 Bornova/İzmir",₺₺₺,"3,5",812 Google yorumu,Tatlıcı,,₺₺₺,,10:00–22:00 10:00–22:00 10:00–22:00Saatler değişebilir 10:00–22:00 10:00–22:00 10:00–22:00 10:00–22:00 ,,,,,,Açılmak üzere,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14b962d2d5600341:0x59bff5ad39fdee8e?sa=X
Özsüt Cafe,http://www.ozsut.com.tr/,(0232) 452 58 58,"Vali Rahmi Bey, Menderes Cd. No:83/2 D, 35370 Buca Osb/Buca/İzmir",₺₺,"4,2",457 Google yorumu,Paket servis restoranı,,₺₺,,08:00–02:00 08:00–02:00 08:00–02:00Saatler değişebilir 08:00–02:00 08:00–02:00 08:00–02:00 08:00–02:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd8ae7e686b71:0x797852cef48ea841?sa=X
Nazmi Usta Girit Dondurmaları,,0553 099 66 01,"İsmetpaşa, Reha Midilli Cad. No:82, 35680 Foça/İzmir",₺₺,"3,6",538 Google yorumu,Dondurma dükkanı,,₺₺,,07:00–03:00 07:00–03:00 07:00–03:00Saatler değişebilir 11:00–03:00 11:00–03:00 11:00–03:00 07:00–03:00 ,,,,,,Açık,
Mado,https://mado.com.tr/,(0232) 425 61 64,"Alsancak Gazi Osman Paşa Bulvarı No:1 D:P, 35210 Konak",₺₺₺,"3,9",352 Google yorumu,Kafe,,₺₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd8f90a8947b9:0x7db680c5ce03674a?sa=X
ÖkkeşAğa,,(0232) 330 10 71,"Yalı, 6418. Sk. No: 129, 35550 Karşıyaka/İzmir",,"4,2",29 Google yorumu,Tatlı Dükkanı,,,,10:00–22:00 10:00–22:00 10:00–22:00Saatler değişebilir 10:00–22:00 10:00–22:00 10:00–22:00 10:00–22:00 ,,,,,,Açılmak üzere,
Ağam Baklava,http://agam.com.tr/,(0232) 381 57 76,"Donanmacı, 35530 Karşıyaka/İzmir",₺₺,"4,4",1.034 Google yorumu,Restoran,,₺₺,,08:30–23:00 08:30–23:00 08:30–23:00Saatler değişebilir 08:30–23:00 08:30–23:00 08:30–23:00 08:30–23:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd9c9c5aa3939:0x46e19c083d2fafc9?sa=X
Adalı,,(0232) 336 22 33,"Bostanlı, Şehitler Blv No.56/A, 35590 Karşıyaka/İzmir",₺₺,"4,0",35 Google yorumu,Kafe,,₺₺,,,,,,,,,
Mes-Hat Tekel,,(0232) 275 54 37,"Yenigün, 268. Sk. No:39/C, 35390 Buca/İzmir",,,,Dondurma dükkanı,,,,08:00–00:00 08:00–00:00 08:00–00:00Saatler değişebilir 08:00–00:00 08:00–00:00 08:00–00:00 08:00–00:00 ,,,,,,Açık,
Cafe Rezine,,(0232) 342 41 76,"Kazımdirik, Süvari Cd. No:14B, 35040 Bornova/İzmir",₺₺,"4,5",265 Google yorumu,Kafe,,₺₺,,,,,,,,,
Dondurmacı Dogi,,"Güzelyalı, İnönü Cd. No:520, 35290 Konak/İzmir",,,,,Kafe,,,,,,,,,,,
Dondurmaci Nazmi Usta,,"İsmetpaşa, Reha Midilli Cd., 35680 Foça/İzmir",,,"3,1",58 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Kent 2 İkram Dondurma,,0532 771 32 16,"30 Ağustos, 3. Cd. No:16 BC, 35000 Egekent-2/Menemen/İzmir",,"5,0",1 Google yorumu,Pastane,,,,09:00–00:00 09:00–00:00 09:00–00:00Saatler değişebilir 09:00–00:00 09:00–01:00 09:00–01:00 09:00–00:00 ,,,,,,Açık,
Özsüt Cafe,http://www.ozsut.com.tr/subeler,(0232) 339 48 14,"Kazımdirik, SKazımdirik Mahallesi 372. k D:No:75, 35100 Bornova/İzmir",₺₺,"3,8",773 Google yorumu,Kafe,,₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14b97d36f63f6c93:0xa767fafdda43e13?sa=X
Mennan Bornova,,(0232) 339 06 66,"Ergene, Mustafa Kemal Cd. No 61, 35050 Bornova/İzmir",,"3,6",13 Google yorumu,Tatlıcı,,,,09:30–00:00 09:30–00:00 09:30–00:00Saatler değişebilir 09:30–00:00 09:30–00:00 10:30–00:00 09:30–00:00 ,,,,,,Açık,
Edem 46 Cafe,,(0232) 374 22 48,"Manavkuyu, Dumlupınar Cd. No: 132/A, 35535 Bayraklı/İzmir",,"4,1",307 Google yorumu,Kafe,,,,,,,,,,,
Mado,http://mado.com.tr/,(0232) 278 64 64,"Bahçelerarası, Mithatpaşa Cd. D:No: 36, 35340 Balçova/İzmir",₺₺₺,"3,9",291 Google yorumu,Kafe,,₺₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbdc6ae7746875:0x1c4e7d3c3df2252d?sa=X
Mado Ege Park AVM Mavişehir,http://www.mado.com.tr/,(0232) 330 70 62,"Mavişehir Mahallesi 2040 Sokak, No : 104 Ege Park Mavişehir AVM Z : 62 ve Z : 66, 35590 Karşıyaka",₺₺₺,"3,7",21 Google yorumu,Pastane,,₺₺₺,,09:00–22:00 09:00–22:00 09:00–22:00Saatler değişebilir 09:00–22:00 09:00–22:00 09:00–22:00 09:00–22:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd994e15b5b1f:0x8c2cd4f3510961cb?sa=X
Yomumu,,0538 975 15 87,"Beyazevler, Optimum Avm, Akçay Cd. No:101, 35410 Gaziemir/İzmir",₺₺,"3,8",81 Google yorumu,Donmuş Yoğurt Dükkanı,,₺₺,,10:00–22:00 10:00–22:00 10:00–22:00Saatler değişebilir 10:00–22:00 10:00–22:00 10:00–22:00 10:00–22:00 ,,,,,,Açılmak üzere,
Seda,http://www.sedapastanesi.com.tr/,(0232) 487 06 60,"Efeler, Forbes Sk. No:2/A, 35380 Buca/İzmir",₺₺,"3,8",286 Google yorumu,Pastane,,₺₺,,07:00–00:00 07:00–00:00 07:00–00:00Saatler değişebilir 07:00–00:00 07:00–00:00 07:00–00:00 07:00–00:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd8b5be2a8acb:0x9c66ae4a1f94064e?sa=X
Dondurmino Gelato,http://dondurmino.com/,"Alaçatı, 2012. Sk. No:27, 35930 Çeşme/İzmir",,₺₺₺₺,"4,2",162 Google yorumu,Dondurma dükkanı,,₺₺₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bb78df3ee44c6d:0xe41a76194ac70b48?sa=X
Fame Chocolate,http://www.famechocolate.com/,0535 437 19 81,"Beyazevler, Optimum Outlet Merkezi, Akçay Cd. No:101, 35410 Gaziemir",,"3,5",29 Google yorumu,Çikolata Dükkanı,,,,10:00–22:00 10:00–22:00 10:00–22:00Saatler değişebilir 10:00–22:00 10:00–22:00 10:00–22:00 10:00–22:00 ,,,,,,Açılmak üzere,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbdfb6cd4e273d:0xc52c51be9d98358d?sa=X
Anadolu Şekerleme & Pastacılık,http://www.anadolusekerleme.com/,(0232) 469 75 68,"Halkapınar, 1203/9. Sk. No: 1 D:N, 35110 Konak/İzmir",,"4,5",22 Google yorumu,Pasta Süsleme Malzemeleri Dükkanı,,,,08:30–19:00 08:30–19:00 08:30–19:00Saatler değişebilir 08:30–19:00 08:30–19:00 Kapalı 08:30–19:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd87c8baa2bf7:0x1dc717ec93bfd595?sa=X
Özsüt,http://www.ozsut.com.tr/,(0232) 243 76 61,"Basın Sitesi, İnönü Cd. 336/A, 35150 Karabağlar/İzmir",₺₺,"4,0",116 Google yorumu,Kafe,,₺₺,,08:00–00:00 08:00–00:00 08:00–00:00Saatler değişebilir 08:00–00:00 08:00–00:00 08:00–00:00 08:00–00:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd94a19051c9d:0xa24e27b53efafe4c?sa=X
Halep Tatlıcısı,,(0232) 368 93 68,"Bahariye, 1878. Sok. 3/C, 35600 Karşıyaka/İzmir",,"4,7",11 Google yorumu,Tatlı Dükkanı,,,,,,,,,,,
AnalytiChef,http://www.analyticchef.com/,(0232) 502 75 80,"Çınarlı, Ege Perla AVM, Ozan Abay Cd. no:8/216 D:2. Kat, 35170 Konak/İzmir",,"4,7",41 Google yorumu,Pastane,,,,10:00–22:00 10:00–22:00 10:00–22:00Saatler değişebilir 10:00–22:00 10:00–22:00 10:00–22:00 10:00–22:00 ,,,,,,Açılmak üzere,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14cac6aba4605d95:0x1b96f8ba57a8d692?sa=X
Fırın İzmir İncisi,http://www.firinizmirincisi.com/iletisim.asp,(0232) 248 27 26,"Muammer Akar, Mahallesi, İnönü Cd. No:797, 35140 Karabağlar/İzmir",₺₺,"4,3",254 Google yorumu,Fırın,,₺₺,,24 saat açık 24 saat açık 24 saat açıkSaatler değişebilir 24 saat açık 24 saat açık 24 saat açık 24 saat açık ,,,,,,24 saat açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbdc1dabd5a2f5:0x5df4a4406ddfcbf9?sa=X
Simge Kuruyemiş,,"Yıldırım Beyazıt, 5141. Sk. 25 A, 35090 Bornova/İzmir",,,,,Kuruyemişçi,,,,,,,,,,,
Mado,https://mado.com.tr/subelerimiz,(0232) 330 70 62,"Bostanlı 3M Migros Içi, Şehitler Blv, 35590 Karşıyaka",₺₺₺,,,Kafe,,₺₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd9951da23213:0xd52ab97b89f22352?sa=X
Mado,https://mado.com.tr/,(0232) 489 54 89,"Akdeniz, Atatürk Cd. No:142, 35210 Konak/İzmir",₺₺₺,"3,9",344 Google yorumu,Kafe,,₺₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd8f94932f7df:0xe16f2f47a1081430?sa=X
Mado,http://mado.com.tr/,(0232) 502 72 64,"Refik Şevket İnce Mah., 2148/9 No: 1, İzmir West Park AVM, D:B102, 35540 Bayraklı",₺₺₺,"4,4",71 Google yorumu,Restoran,,₺₺₺,,24 saat açık 24 saat açık 24 saat açıkSaatler değişebilir 24 saat açık 24 saat açık 24 saat açık 24 saat açık ,,,,,,24 saat açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14b97d671c133eed:0x562f81257fe7426e?sa=X
Fıstık Baklava,http://fistikbaklava.com/subeler-liste/bornova-subesi/,"Mansuroğlu, Mustafa Kemal Cd. 147 A, 35535 Bayraklı/İzmir",,,"4,1",28 Google yorumu,Tatlı Dükkanı,,,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14b97d3613af45ff:0x2d9491296f6ae810?sa=X
Lokmacızade,http://www.lokmacizade.com.tr/,0532 494 06 55,"Piri Reis, 285. Sk. No:22, 35280 Konak/İzmir",,"5,0",8 Google yorumu,Yiyecek Temini ve İkram Hizmeti,,,,09:00–21:00 09:00–21:00 09:00–21:00Saatler değişebilir 09:00–21:00 09:00–21:00 09:00–21:00 09:00–21:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd92e3b57054d:0x80f04611ee27e47d?sa=X
Cold Stone,https://menuburada.com/araclar/restoran-zincirleri/cold-stone-creamery-izmir-subeleri,"Yalı, 6523. Sk. No:2, 35550 Karşıyaka/İzmir",,,"5,0",15 Google yorumu,Dondurma dükkanı,,,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbdb0894ef6ef1:0x1c92ba845d5617b8?sa=X
Fame Chocolate,,"Yalı, 6524. Sk. No:8, 35550 Karşıyaka/İzmir",,,,,Dondurma dükkanı,,,,,,,,,,,
Kurtuluş Pastanesi,,"Ballıkuyu, Ballıkuyu Cd. No:152, 35270 Buca Osb/Konak/İzmir",,₺,"4,1",31 Google yorumu,Restoran,,₺,,,,,,,,,
Hasan Usta Süt Tatlıları,,444 4 248,"Güzelyalı, Mithatpaşa Cd. No:963, 35290 Konak/İzmir",₺₺,"4,5",39 Google yorumu,Tatlı Dükkanı,,₺₺,,,,,,,,,
İnceler,https://inceler-pasta.business.site/?utm_source=gmb&utm_medium=referral,(0232) 452 95 82,"Efeler, Menderes Cd. No:153, 35380 Buca Osb/Buca/İzmir",₺₺,"4,6",18 Google yorumu,Pastane,,₺₺,,06:00–03:00 06:00–03:00 06:00–03:00Saatler değişebilir 06:00–03:00 06:00–03:00 06:00–03:00 06:00–03:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd8b3da611885:0x276a18e29bea56fe?sa=X
Beyoğlu Pasta Fırını,,(0232) 364 37 64,"Tuna, 1690. Sk. 61 B, 35600 Karşıyaka/İzmir",₺₺,"4,5",77 Google yorumu,Pastane,,₺₺,,07:00–00:00 07:00–00:00 07:00–00:00Saatler değişebilir 07:00–00:00 07:00–00:00 07:00–00:00 07:00–00:00 ,,,,,,Açık,
ÖZSÜT,http://www.ozsut.com.tr/,(0232) 502 26 66,"Mavişehir, CAHER DUDAYEV BULVARI MAVİBAHÇE ALIŞVERİŞ MERKEZİ MAĞAZA NO:BZ22 Aosb, 2040/4. Sk. No:11, 35590 Karşıyaka",₺₺,"2,4",22 Google yorumu,Tatlı Dükkanı,,₺₺,,10:00–22:00 10:00–22:00 10:00–22:00Saatler değişebilir 10:00–22:00 10:00–22:00 10:00–22:00 10:00–22:00 ,,,,,,Açılmak üzere,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbda1c9ac76913:0x517aaa7ce382dbf?sa=X
Güven Market,,0535 470 50 07,"R. Şevket İnce, Refik, 2129. Sk. No:35/1, 35540 Bayraklı/İzmir",,,,Market,,,,07:00–23:00 07:00–23:00 07:00–23:00Saatler değişebilir 07:00–23:00 07:00–23:00 07:00–23:00 07:00–23:00 ,,,,,,Açık,
Meşhur Yedikardeşler dondurma,,"Merkez, 35970 Karaburun/İzmir",,,"4,2",53 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Izmir Madlen Pastanes,,(0232) 347 51 52,"Mansuroğlu, 270. Sk. No: 25/A, 35535 Bayraklı/İzmir",,"4,6",43 Google yorumu,Pastane,,,,08:00–23:00 08:00–23:00 08:00–23:00Saatler değişebilir 08:00–23:00 08:00–23:00 10:30–22:30 08:00–23:00 ,,,,,,Açık,
Özsüt,http://www.ozsut.com.tr/,(0232) 250 73 71,"Bahçelievler, Ali Rıza Avni Blv 8/A, 35000 Karabağlar/İzmir",₺₺,"3,9",212 Google yorumu,Tatlıcı,,₺₺,,08:00–00:00 08:00–00:00 08:00–00:00Saatler değişebilir 08:00–00:00 08:00–00:00 08:00–00:00 08:00–00:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd92e8781b821:0x6cd451f5b71576c8?sa=X
Waffle'ci Akın,http://www.waffleciakin.com/,(0232) 330 56 65,"Bostanlı, Cemal Gürsel Cd. 480/A, 35540 Karşıyaka/İzmir",₺₺,"4,3",243 Google yorumu,Kafe,,₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd9943825b337:0xdd303cbeb14232d0?sa=X
Rumeli Pastanesi,http://www.rumelipastanesi.com.tr/,(0232) 712 67 59,"İsmet İnönü, 3435. Sk. No:46, 35930 Çeşme/İzmir",₺₺,"4,5",862 Google yorumu,Dondurma dükkanı,,₺₺,,09:00–02:00 09:00–02:00 09:00–02:00Saatler değişebilir 09:00–02:00 09:00–02:00 09:00–02:00 09:00–02:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bb7a3430745d43:0xb945592a304663e2?sa=X
Bubblin Bubble Waffle & Beverage Alsancak,,"Kültür, Plevne Blv. No: 26/B, 35220 Konak/İzmir",,₺₺,"4,1",297 Google yorumu,Tatlı Dükkanı,,₺₺,,,,,,,,,
Veli Usta,,"Alaçatı, Uğur Mumcu Cad. No:1, 35930 Çeşme / Alaçatı/Çeşme/İzmir",,,"4,1",149 Google yorumu,Dondurma dükkanı,,,,09:00–05:00 09:00–05:00 09:00–05:00Saatler değişebilir 09:00–05:00 09:00–05:00 09:00–05:00 09:00–05:00 ,,,,,,Açık,
Nil Pasta Salonu,http://www.nilpastanesi.com/,(0232) 238 16 56,"Narlı, Mithatpaşa Cd. 325/A, 35320 Narlıdere/İzmir",,"4,3",263 Google yorumu,Tatlıcı,,,,07:00–00:00 07:00–00:00 07:00–00:00Saatler değişebilir 07:00–00:00 07:00–00:00 07:00–00:00 07:00–00:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd8b4ed898f8b:0x6ced5d957a67f3d1?sa=X
Özsüt,http://www.ozsut.com.tr/,(0232) 259 99 64,"Kipa Alışveriş Merkezi, Mithatpaşa Cd. No:1462 D:101, 35330 Balçova",₺₺,"3,8",313 Google yorumu,Kafe,,₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbdc5c2887717f:0xee94c5746e311584?sa=X
Sakız Dalı Dondurmaci,,"İsmet İnönü, Atatürk Blv. No:60, 35930 Çeşme/İzmir",,,"4,8",4 Google yorumu,Dondurma dükkanı,,,,,,,,,,,
Elvan Cafe Unlu Mamuller,,(0232) 348 36 23,"Mansuroğlu, Sakarya Cd. 9/A, 35535 Bayraklı/İzmir",,"5,0",10 Google yorumu,Fırın,,,,05:00–23:00 05:00–23:00 05:00–23:00Saatler değişebilir 05:00–23:00 05:00–23:00 05:00–23:00 05:00–23:00 ,,,,,,Açık,
EDEM ÇITIR WAFFLE,http://www.citirwaffle.com/,(0232) 442 24 22,"Efeler, Menderes Cd. No:159, 35380 Buca/İzmir",₺₺,"4,4",1.214 Google yorumu,Kafe,,₺₺,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd8b3dd8a4315:0xdf891fb7d657cc84?sa=X
Bizim Pastane,,"Doğanlar, 1491. Sk. 66 A, 35050 Bornova/İzmir",,,"4,9",9 Google yorumu,Restoran,,,,,,,,,,,
Gül Şirvan Pastanesi,,0535 306 46 84,"Gümüşpala, 7020. Sk No:48, 35510 Bayraklı/İzmir",,"4,1",37 Google yorumu,Restoran,,,,06:00–02:00 06:00–02:00 06:00–02:00Saatler değişebilir 06:00–02:00 06:00–02:00 06:00–02:00 06:00–02:00 ,,,,,,Açık,
Wavy,,0542 224 26 17,"Alsancak, Cumhuriyet Blv No:296/B, 35220 Konak/İzmir",,"4,4",15 Google yorumu,Kafe,,,,,,,,,,,
Şekerci Ali Galip Gıda San. ve Tic. A.Ş.,,(0232) 232 22 22,"No: A.O.S.B 10011. Sokak, Aosb No:10, 35620 Çiğli",,"4,3",3 Google yorumu,Şekerlemeci,,,,07:00–20:00 07:00–20:00 07:00–20:00Saatler değişebilir 07:00–20:00 07:00–20:00 Kapalı 07:00–20:00 ,,,,,,Açık,
fame chocolate Kemeraltı,,"Konak, 35360 Konak/İzmir",,,"4,2",11 Google yorumu,Pastane,,,,,,,,,,,
Waffle One Point,http://www.onepoint.com.tr/,(0232) 472 04 79,"Bostanlı, 1671. Sk. no 249, 35000 Karşıyaka/İzmir",,"4,0",4 Google yorumu,Tatlı Dükkanı,,,,11:30–02:00 11:30–02:00 11:30–02:00Saatler değişebilir 11:30–02:00 11:30–02:00 11:30–02:00 11:30–02:00 ,,,,,,Kapalı,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd91a3445278b:0x2a876dedeab134a8?sa=X
Gökçe Pastanesi,,(0232) 838 14 54,"30 Ağustos, 7122. Sk. 7A/B, 35663 Menemen/İzmir",₺₺,"4,1",45 Google yorumu,Pastane,,₺₺,,06:00–00:00 06:00–00:00 06:00–00:00Saatler değişebilir 06:00–00:00 06:00–00:00 06:00–00:00 06:00–00:00 ,,,,,,Açık,
Sütçüoğulları Pide,http://www.sutcuogullari.com/,(0232) 341 03 71,"R. Şevket İnce, 2143. Sk. No:37, 35550 Bayraklı/İzmir",₺,"4,6",222 Google yorumu,Aile restoranı,,₺,,09:00–22:00 09:00–22:00 09:00–22:00Saatler değişebilir 09:00–22:00 09:00–22:00 09:00–22:00 09:00–22:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14b97d50912a07d3:0xed903457ec25527b?sa=X
Betül Pastanesi,,"Göztepe, Mithatpaşa Cd. No:755 D:1, 35290 Konak/İzmir",,,"4,4",17 Google yorumu,Pastane,,,,08:00–21:00 08:00–21:00 08:00–21:00Saatler değişebilir 08:00–21:00 08:00–21:00 08:00–21:00 08:00–21:00 ,,,,,,Açık,
Da Franco Gelato,http://www.dafrancogelato.com/,(0232) 716 96 86,"Alaçatı, 2012. Sk. D:No.25, 35930 Çeşme/İzmir",,"4,7",98 Google yorumu,Dondurma dükkanı,,,,,,,,,,,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bb793f9e3c9c4d:0x7ce46176d55e40d0?sa=X
Çiğli Acı Kahve Cafe Restoran,,(0232) 300 49 49,"Ataşehir, Atatürk Cd. No:5, 35630 Çiğli/İzmir",₺₺,"4,1",368 Google yorumu,Kafe,,₺₺,,,,,,,,,
Sini Ev Böreği - Baklava,,(0232) 255 19 26,"Adalet, Manas Blv. No:31/B, 35530 Bayraklı/İzmir",,"4,1",38 Google yorumu,Pastane,,,,06:00–20:00 06:00–20:00 06:00–20:00Saatler değişebilir 06:00–20:00 07:00–19:00 Kapalı 06:00–20:00 ,,,,,,Açık,
AYDO DÖVME DONDURMA,,0539 480 74 64,"Atatürk mah İnönü Bulvarı D:NO 6C, 35900 Tire/İzmir",,"5,0",14 Google yorumu,Kafe,,,,,,,,,,,
Osman Efendi Dondurma,,"Yeni, 35905 Tire/İzmir",,,"4,3",125 Google yorumu,Restoran,,,,,,,,,,,
Maraş Dondurma,,"Fuat Edip Baksi, 35540 Bayraklı/İzmir",,,,,Tatlı Dükkanı,,,,,,,,,,,
Meşhur Sıdkı Usta,http://www.sidkiusta.com.tr/,(0232) 228 58 81,"Kılıç Reis, İnönü Cd. No:208/A, 35280 Konak/İzmir",,"4,6",36 Google yorumu,Tatlı Dükkanı,,,,08:00–23:00 08:00–23:00 08:00–23:00Saatler değişebilir 08:00–23:00 08:00–23:00 08:00–23:00 08:00–23:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd92f40c3d831:0x4972ba11ad9e4701?sa=X
Fame Chocolate,http://www.famechocolate.com/,0505 875 50 96,"Balıkçılar Meydanı, 874. Sk. No:1C, 35250 Konak/İzmir",,"5,0",5 Google yorumu,Çikolata Dükkanı,,,,08:00–19:00 08:00–19:00 08:00–19:00Saatler değişebilir 08:00–19:00 08:00–20:00 08:00–20:00 08:00–19:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd944364cb515:0x5bfb5ba9619dea36?sa=X
Gaziantepli Uluoğlu Baklava & Pasta,http://atakent-uluoglu.business.site/,(0232) 336 35 27,"Yalı, Atakent, Caher Dudayev Blv No:93, 35550 Karşıyaka/İzmir",,"4,2",32 Google yorumu,Tatlı Dükkanı,,,,09:00–23:00 09:00–23:00 09:00–23:00Saatler değişebilir 09:00–23:00 09:00–23:00 09:00–23:00 09:00–23:00 ,,,,,,Açık,/maps/dir//Dondurmac%C4%B1lar+%C4%B0zmir+%C4%B0zmir/data=!4m6!4m5!1m1!4e2!1m2!1m1!1s0x14bbd9f126e58217:0xda2e6f34cff269f8?sa=X
